t_s,H_m,P_bar
3.920558000547494,65.0,6.3765
3.9207367847146033,65.0,6.3765
3.920915568881713,65.0,6.3765
3.9210943530488227,65.0,6.3765
3.921273137215932,65.0,6.3765
3.921451921383042,65.0,6.3765
3.9216307055501516,65.0,6.3765
3.921809489717261,65.0,6.3765
3.921988273884371,65.0,6.3765
3.9221670580514805,65.0,6.3765
3.9223458422185904,65.0,6.3765
3.9225246263857,65.0,6.3765
3.9227034105528094,65.0,6.3765
3.9228821947199193,65.0,6.3765
3.9230609788870288,65.0,6.3765
3.9232397630541382,65.0,6.3765
3.923418547221248,65.0,6.3765
3.9235973313883576,65.0,6.3765
3.9237761155554676,65.0,6.3765
3.923954899722577,65.0,6.3765
3.9241336838896865,65.0,6.3765
3.9243124680567965,65.0,6.3765
3.924491252223906,65.0,6.3765
3.924670036391016,65.0,6.3765
3.9248488205581253,65.0,6.3765
3.925027604725235,65.0,6.3765
3.9252063888923447,65.0,6.3765
3.9253851730594542,65.0,6.3765
3.9255639572265637,65.0,6.3765
3.9257427413936736,65.0,6.3765
3.925921525560783,65.0,6.3765
3.926100309727893,65.0,6.3765
3.9262790938950025,65.0,6.3765
3.926457878062112,65.0,6.3765
3.926636662229222,65.0,6.3765
3.9268154463963314,65.0,6.3765
3.926994230563441,65.0,6.3765
3.927173014730551,65.0,6.3765
3.9273517988976603,65.0,6.3765
3.92753058306477,65.0,6.3765
3.9277093672318797,65.0,6.3765
3.927888151398989,65.0,6.3765
3.928066935566099,65.0,6.3765
3.9282457197332086,65.0,6.3765
3.9284245039003185,65.0,6.3765
3.928603288067428,65.0,6.3765
3.9287820722345375,65.0,6.3765
3.9289608564016474,65.0,6.3765
3.929139640568757,65.0,6.3765
3.9293184247358663,65.0,6.3765
3.9294972089029763,65.0,6.3765
3.9296759930700857,65.0,6.3765
3.9298547772371957,65.0,6.3765
3.930033561404305,65.0,6.3765
3.9302123455714146,65.0,6.3765
3.9303911297385246,65.0,6.3765
3.930569913905634,65.0,6.3765
3.9307486980727435,65.0,6.3765
3.9309274822398534,65.0,6.3765
3.931106266406963,65.0,6.3765
3.931285050574073,65.0,6.3765
3.9314638347411823,65.0,6.3765
3.931642618908292,65.0,6.3765
3.9318214030754017,65.0,6.3765
3.932000187242511,65.0,6.3765
3.9321789714096207,65.0,6.3765
3.9323577555767306,65.0,6.3765
3.93253653974384,65.0,6.3765
3.93271532391095,65.0,6.3765
3.9328941080780595,65.0,6.3765
3.933072892245169,65.0,6.3765
3.933251676412279,65.0,6.3765
3.9334304605793884,65.0,6.3765
3.9336092447464983,65.0,6.3765
3.933788028913608,65.0,6.3765
3.9339668130807173,65.0,6.3765
3.934145597247827,65.0,6.3765
3.9343243814149367,65.0,6.3765
3.934503165582046,65.0,6.3765
3.934681949749156,65.0,6.3765
3.9348607339162656,65.0,6.3765
3.9350395180833755,65.0,6.3765
3.935218302250485,65.0,6.3765
3.9353970864175944,65.0,6.3765
3.9355758705847044,65.0,6.3765
3.935754654751814,65.0,6.3765
3.9359334389189233,65.0,6.3765
3.9361122230860333,65.0,6.3765
3.9362910072531427,65.0,6.3765
3.9364697914202527,65.0,6.3765
3.936648575587362,65.0,6.3765
3.9368273597544716,65.0,6.3765
3.9370061439215815,65.0,6.3765
3.937184928088691,65.0,6.3765
3.937363712255801,65.0,6.3765
3.9375424964229104,65.0,6.3765
3.93772128059002,65.0,6.3765
3.93790006475713,65.0,6.3765
3.9380788489242393,65.0,6.3765
3.938257633091349,65.0,6.3765
3.9384364172584587,65.0,6.3765
3.938615201425568,65.0,6.3765
3.938793985592678,65.0,6.3765
3.9389727697597876,65.0,6.3765
3.939151553926897,65.0,6.3765
3.939330338094007,65.0,6.3765
